province_state,country_region,date,confirmed,deaths,recovered,admin2
Xinjiang,Mainland China,2020-02-15,70,1,10,
Jiangsu,Mainland China,2020-01-28,70,,1,
Inner Mongolia,Mainland China,2020-02-16,70,0,8,
Ningxia,Mainland China,2020-02-16,70,0,33,
Liaoning,Mainland China,2020-02-02,70,0,1,
Ningxia,Mainland China,2020-02-18,70,0,42,
Anhui,Mainland China,2020-01-27,70,,,
Ningxia,Mainland China,2020-02-17,70,0,35,
Yunnan,Mainland China,2020-01-30,70,,,
Hunan,Mainland China,2020-01-26,69,,,
Tianjin,Mainland China,2020-02-05,69,1,2,
Sichuan,Mainland China,2020-01-27,69,,,
Jilin,Mainland China,2020-02-08,69,1,4,
Beijing,Mainland China,2020-01-26,68,,2,
Inner Mongolia,Mainland China,2020-02-15,68,0,7,
Ningxia,Mainland China,2020-02-14,67,0,24,
Gansu,Mainland China,2020-02-07,67,0,9,
Tianjin,Mainland China,2020-02-04,67,0,2,
Shanghai,Mainland China,2020-01-28,66,1,4,
Shanxi,Mainland China,2020-02-02,66,0,3,
Inner Mongolia,Mainland China,2020-02-14,65,0,6,
Xinjiang,Mainland China,2020-02-14,65,1,6,
Jilin,Mainland China,2020-02-07,65,1,4,
Hebei,Mainland China,2020-01-30,65,1,,
Guizhou,Mainland China,2020-02-05,64,1,9,
Ningxia,Mainland China,2020-02-13,64,0,24,
Hainan,Mainland China,2020-02-02,64,1,4,
Liaoning,Mainland China,2020-02-01,64,0,1,
Xinjiang,Mainland China,2020-02-13,63,1,6,
Shaanxi,Mainland China,2020-01-30,63,,,
Gansu,Mainland China,2020-02-06,62,0,6,
Gansu,Mainland China,2020-02-05,62,0,6,
Hainan,Mainland China,2020-02-01,62,1,1,
Zhejiang,Mainland China,2020-01-25,62,,1,
Inner Mongolia,Mainland China,2020-02-13,61,0,6,
Anhui,Mainland China,2020-01-26,60,,,
Inner Mongolia,Mainland China,2020-02-12,60,0,6,
Tianjin,Mainland China,2020-02-03,60,0,1,
Jilin,Mainland China,2020-02-06,59,0,4,
Xinjiang,Mainland China,2020-02-12,59,0,3,
Fujian,Mainland China,2020-01-27,59,,,
Heilongjiang,Mainland China,2020-01-31,59,2,,
Inner Mongolia,Mainland China,2020-02-11,58,0,5,
Inner Mongolia,Mainland China,2020-02-10,58,0,5,
Guangxi,Mainland China,2020-01-29,58,,2,
Guizhou,Mainland China,2020-02-04,58,0,2,
Ningxia,Mainland China,2020-02-12,58,0,24,
Gansu,Mainland China,2020-02-04,57,0,4,
Chongqing,Mainland China,2020-01-25,57,,,
Shaanxi,Mainland China,2020-01-29,56,,,
Xinjiang,Mainland China,2020-02-11,55,0,3,
Yunnan,Mainland China,2020-01-29,55,,,
Gansu,Mainland China,2020-02-03,55,0,3,
Jilin,Mainland China,2020-02-05,54,0,2,
Inner Mongolia,Mainland China,2020-02-09,54,0,5,
Ningxia,Mainland China,2020-02-11,53,0,22,
Shanghai,Mainland China,2020-01-27,53,1,3,
Guangdong,Mainland China,2020-01-24,53,,2,
Hainan,Mainland China,2020-01-31,52,1,1,
Inner Mongolia,Mainland China,2020-02-08,52,0,5,
Guangxi,Mainland China,2020-01-28,51,,2,
Gansu,Mainland China,2020-02-02,51,0,3,
Inner Mongolia,Mainland China,2020-02-07,50,0,5,
Ningxia,Mainland China,2020-02-10,49,0,13,
Xinjiang,Mainland China,2020-02-10,49,0,0,
Hebei,Mainland China,2020-01-29,48,1,,
Tianjin,Mainland China,2020-02-02,48,0,1,
Liaoning,Mainland China,2020-01-31,48,,1,
Shanxi,Mainland China,2020-02-01,47,0,1,
Jiangsu,Mainland China,2020-01-27,47,,1,
Inner Mongolia,Mainland China,2020-02-06,46,0,4,
Shandong,Mainland China,2020-01-26,46,,,
Shaanxi,Mainland China,2020-01-28,46,,,
Guangxi,Mainland China,2020-01-27,46,,,
Hainan,Mainland China,2020-01-30,46,1,1,
Guizhou,Mainland China,2020-02-03,46,0,2,
Ningxia,Mainland China,2020-02-09,45,0,13,
Xinjiang,Mainland China,2020-02-09,45,0,0,
Ningxia,Mainland China,2020-02-08,45,0,15,
Sichuan,Mainland China,2020-01-26,44,,,
Yunnan,Mainland China,2020-01-28,44,,,
Heilongjiang,Mainland China,2020-01-30,44,2,,
Hainan,Mainland China,2020-01-29,43,1,,
Ningxia,Mainland China,2020-02-07,43,0,5,
Hunan,Mainland China,2020-01-25,43,,,
Zhejiang,Mainland China,2020-01-24,43,,1,
Inner Mongolia,Mainland China,2020-02-05,42,0,3,
Jilin,Mainland China,2020-02-04,42,0,1,
Xinjiang,Mainland China,2020-02-08,42,0,0,
Tianjin,Mainland China,2020-02-01,41,0,0,
Beijing,Mainland China,2020-01-25,41,,2,
Liaoning,Mainland China,2020-01-30,41,,1,
Ningxia,Mainland China,2020-02-06,40,0,1,
Shanghai,Mainland China,2020-01-26,40,1,1,
Hainan,Mainland China,2020-01-28,40,1,,
Gansu,Mainland China,2020-02-01,40,0,0,
Liaoning,Mainland China,2020-01-29,39,,1,
Xinjiang,Mainland China,2020-02-07,39,0,0,
Anhui,Mainland China,2020-01-25,39,,,
Shanxi,Mainland China,2020-01-31,39,,1,
Heilongjiang,Mainland China,2020-01-29,38,1,,
Guizhou,Mainland China,2020-02-02,38,0,2,
Xinjiang,Mainland China,2020-02-06,36,0,0,
Guangxi,Mainland China,2020-01-26,36,,,
Jiangxi,Mainland China,2020-01-26,36,,,
Beijing,Mainland China,2020-01-24,36,,1,
Fujian,Mainland China,2020-01-26,35,,,
Inner Mongolia,Mainland China,2020-02-04,35,0,1,
Shaanxi,Mainland China,2020-01-27,35,,,
Shanxi,Mainland China,2020-01-30,35,,1,
Ningxia,Mainland China,2020-02-05,34,0,1,
Liaoning,Mainland China,2020-01-28,34,,,
Ningxia,Mainland China,2020-02-04,34,0,1,
Inner Mongolia,Mainland China,2020-02-03,34,0,1,
Jiangsu,Mainland China,2020-01-26,33,,1,
Hebei,Mainland China,2020-01-28,33,1,,
Heilongjiang,Mainland China,2020-01-28,33,1,,
Shanghai,Mainland China,2020-01-25,33,,1,
Hainan,Mainland China,2020-01-27,33,1,,
Xinjiang,Mainland China,2020-02-05,32,0,0,
Henan,Mainland China,2020-01-25,32,,,
Tianjin,Mainland China,2020-01-31,32,,,
Guangdong,Mainland China,2020-01-23,32,,2,
Tianjin,Mainland China,2020-01-30,31,,,
Jilin,Mainland China,2020-02-03,31,0,1,
Ningxia,Mainland China,2020-02-03,31,0,1,
Xinjiang,Mainland China,2020-02-04,29,0,0,
Guizhou,Mainland China,2020-02-01,29,0,2,
Guizhou,Mainland China,2020-01-31,29,,2,
Gansu,Mainland China,2020-01-31,29,,,
Ningxia,Mainland China,2020-02-02,28,0,0,
Sichuan,Mainland China,2020-01-25,28,,,
Tianjin,Mainland China,2020-01-29,27,,,
Shanxi,Mainland China,2020-01-29,27,,1,
Shanxi,Mainland China,2020-01-28,27,,,
Inner Mongolia,Mainland China,2020-02-02,27,0,1,
Shandong,Mainland China,2020-01-25,27,,,
Liaoning,Mainland China,2020-01-27,27,,,
Chongqing,Mainland China,2020-01-24,27,,,
Zhejiang,Mainland China,2020-01-23,27,,,
Guangdong,Mainland China,2020-01-22,26,,,
Ningxia,Mainland China,2020-02-01,26,0,0,
Yunnan,Mainland China,2020-01-27,26,,,
Gansu,Mainland China,2020-01-30,26,,,
Gansu,Mainland China,2020-01-29,24,,,
Tianjin,Mainland China,2020-01-28,24,,,
Hunan,Mainland China,2020-01-24,24,,,
Xinjiang,Mainland China,2020-02-03,24,0,0,
Jilin,Mainland China,2020-02-02,23,0,1,
Inner Mongolia,Mainland China,2020-02-01,23,0,1,
Guangxi,Mainland China,2020-01-25,23,,,
Tianjin,Mainland China,2020-01-27,23,,,
Guangxi,Mainland China,2020-01-24,23,,,
Hainan,Mainland China,2020-01-26,22,,,
Shaanxi,Mainland China,2020-01-26,22,,,
Beijing,Mainland China,2020-01-23,22,,,
Liaoning,Mainland China,2020-01-26,21,,,
Xinjiang,Mainland China,2020-02-02,21,0,0,
Heilongjiang,Mainland China,2020-01-27,21,1,,
Ningxia,Mainland China,2020-01-31,21,,,
Shanghai,Mainland China,2020-01-24,20,,1,
Inner Mongolia,Mainland China,2020-01-31,20,,1,
Gansu,Mainland China,2020-01-28,19,,,
Hainan,Mainland China,2020-01-25,19,,,
Inner Mongolia,Mainland China,2020-01-30,19,,,
Qinghai,Mainland China,2020-03-08,18,0,18,
Qinghai,Mainland China,2020-03-10,18,0,18,
Qinghai,Mainland China,2020-02-11,18,0,5,
Qinghai,Mainland China,2020-02-24,18,0,18,
Qinghai,Mainland China,2020-02-10,18,0,3,
Qinghai,Mainland China,2020-03-02,18,0,18,
Qinghai,Mainland China,2020-02-26,18,0,18,
Qinghai,Mainland China,2020-02-06,18,0,3,
Qinghai,Mainland China,2020-02-27,18,0,18,
Qinghai,Mainland China,2020-02-14,18,0,11,
Qinghai,Mainland China,2020-02-15,18,0,13,
Qinghai,Mainland China,2020-02-21,18,0,18,
Qinghai,Mainland China,2020-03-03,18,0,18,
Qinghai,Mainland China,2020-02-07,18,0,3,
Qinghai,Mainland China,2020-02-13,18,0,11,
Qinghai,Mainland China,2020-02-28,18,0,18,
Qinghai,Mainland China,2020-03-04,18,0,18,
Qinghai,Mainland China,2020-02-09,18,0,3,
Qinghai,Mainland China,2020-03-09,18,0,18,
Qinghai,Mainland China,2020-02-20,18,0,16,
Qinghai,Mainland China,2020-02-12,18,0,9,
Qinghai,Mainland China,2020-03-06,18,0,18,
Qinghai,Mainland China,2020-02-25,18,0,18,
Qinghai,Mainland China,2020-02-16,18,0,13,
Xinjiang,Mainland China,2020-02-01,18,0,0,
Jiangxi,Mainland China,2020-01-25,18,,,
Fujian,Mainland China,2020-01-25,18,,,
Jiangsu,Mainland China,2020-01-25,18,,1,
Qinghai,Mainland China,2020-02-18,18,0,15,
Qinghai,Mainland China,2020-03-07,18,0,18,
Qinghai,Mainland China,2020-02-22,18,0,18,
Qinghai,Mainland China,2020-02-19,18,0,16,
Hebei,Mainland China,2020-01-27,18,1,,
Qinghai,Mainland China,2020-02-17,18,0,13,
Qinghai,Mainland China,2020-02-29,18,0,18,
Jiangxi,Mainland China,2020-01-24,18,,,
Qinghai,Mainland China,2020-02-08,18,0,3,
Qinghai,Mainland China,2020-03-05,18,0,18,
Qinghai,Mainland China,2020-02-23,18,0,18,
Qinghai,Mainland China,2020-03-01,18,0,18,
Qinghai,Mainland China,2020-02-05,17,0,3,
Jilin,Mainland China,2020-02-01,17,0,1,
Liaoning,Mainland China,2020-01-25,17,,,
Xinjiang,Mainland China,2020-01-31,17,,,
Ningxia,Mainland China,2020-01-30,17,,,
Inner Mongolia,Mainland China,2020-01-29,16,,,
Yunnan,Mainland China,2020-01-26,16,,,
Shanghai,Mainland China,2020-01-23,16,,,
Heilongjiang,Mainland China,2020-01-26,15,1,,
Inner Mongolia,Mainland China,2020-01-28,15,,,
Qinghai,Mainland China,2020-02-04,15,0,0,
Shaanxi,Mainland China,2020-01-25,15,,,
Sichuan,Mainland China,2020-01-24,15,,,
Shandong,Mainland China,2020-01-24,15,,,
Anhui,Mainland China,2020-01-24,15,,,
Beijing,Mainland China,2020-01-22,14,,,
Tianjin,Mainland China,2020-01-26,14,,,
Gansu,Mainland China,2020-01-27,14,,,
Jilin,Mainland China,2020-01-31,14,,1,
Jilin,Mainland China,2020-01-30,14,,1,
Xinjiang,Mainland China,2020-01-30,14,,,
Xinjiang,Mainland China,2020-01-29,13,,,
Hebei,Mainland China,2020-01-26,13,1,,
Shanxi,Mainland China,2020-01-27,13,,,
Qinghai,Mainland China,2020-02-03,13,0,0,
Ningxia,Mainland China,2020-01-29,12,,,
Guizhou,Mainland China,2020-01-30,12,,1,
Ningxia,Mainland China,2020-01-28,11,,,
Qinghai,Mainland China,2020-02-02,11,0,0,
Yunnan,Mainland China,2020-01-25,11,,,
Inner Mongolia,Mainland China,2020-01-27,11,,,
Zhejiang,Mainland China,2020-01-22,10,,,
Xinjiang,Mainland China,2020-01-28,10,,,
Tianjin,Mainland China,2020-01-25,10,,,
Fujian,Mainland China,2020-01-24,10,,,
Guizhou,Mainland China,2020-01-29,9,,1,
Jilin,Mainland China,2020-01-29,9,,,
Shanghai,Mainland China,2020-01-22,9,,,
Shanxi,Mainland China,2020-01-26,9,,,
Guizhou,Mainland China,2020-01-28,9,,,
Qinghai,Mainland China,2020-02-01,9,0,0,
Heilongjiang,Mainland China,2020-01-25,9,1,,
Henan,Mainland China,2020-01-24,9,,,
Jiangsu,Mainland China,2020-01-24,9,,,
Anhui,Mainland China,2020-01-23,9,,,
Chongqing,Mainland China,2020-01-23,9,,,
Hunan,Mainland China,2020-01-23,9,,,
Jilin,Mainland China,2020-01-28,8,,,
Hebei,Mainland China,2020-01-25,8,1,,
Hainan,Mainland China,2020-01-24,8,,,
Tianjin,Mainland China,2020-01-24,8,,,
Qinghai,Mainland China,2020-01-31,8,,,
Qinghai,Mainland China,2020-01-30,8,,,
Sichuan,Mainland China,2020-01-23,8,,,
Inner Mongolia,Mainland China,2020-01-26,7,,,
Gansu,Mainland China,2020-01-26,7,,,
Inner Mongolia,Mainland China,2020-01-25,7,,,
Guizhou,Mainland China,2020-01-27,7,,,
Ningxia,Mainland China,2020-01-27,7,,,
Jiangxi,Mainland China,2020-01-23,7,,,
Qinghai,Mainland China,2020-01-29,6,,,
Chongqing,Mainland China,2020-01-22,6,,,
Qinghai,Mainland China,2020-01-28,6,,,
Shanxi,Mainland China,2020-01-25,6,,,
Jilin,Mainland China,2020-01-27,6,,,
Qinghai,Mainland China,2020-01-27,6,,,
Shandong,Mainland China,2020-01-23,6,,,
Henan,Mainland China,2020-01-22,5,,,
Sichuan,Mainland China,2020-01-22,5,,,
Guizhou,Mainland China,2020-01-26,5,,,
Xinjiang,Mainland China,2020-01-27,5,,,
Yunnan,Mainland China,2020-01-24,5,,,
Shaanxi,Mainland China,2020-01-24,5,,,
Fujian,Mainland China,2020-01-23,5,,,
Guangxi,Mainland China,2020-01-23,5,,,
Hainan,Mainland China,2020-01-23,5,,,
Henan,Mainland China,2020-01-23,5,,,
Jiangsu,Mainland China,2020-01-23,5,,,
Hainan,Mainland China,2020-01-22,4,,,
Hunan,Mainland China,2020-01-22,4,,,
Tianjin,Mainland China,2020-01-22,4,,,
Ningxia,Mainland China,2020-01-26,4,,,
Jilin,Mainland China,2020-01-26,4,,,
Xinjiang,Mainland China,2020-01-26,4,,,
Guizhou,Mainland China,2020-01-25,4,,,
Jilin,Mainland China,2020-01-25,4,,,
Gansu,Mainland China,2020-01-25,4,,,
Heilongjiang,Mainland China,2020-01-24,4,1,,
Liaoning,Mainland China,2020-01-24,4,,,
Tianjin,Mainland China,2020-01-23,4,,,
Ningxia,Mainland China,2020-01-25,3,,,
Xinjiang,Mainland China,2020-01-25,3,,,
Guizhou,Mainland China,2020-01-24,3,,,
Jilin,Mainland China,2020-01-24,3,,,
Guizhou,Mainland China,2020-01-23,3,,,
Liaoning,Mainland China,2020-01-23,3,,,
Shaanxi,Mainland China,2020-01-23,3,,,
Guangxi,Mainland China,2020-01-22,2,,,
Jiangxi,Mainland China,2020-01-22,2,,,
Liaoning,Mainland China,2020-01-22,2,,,
Shandong,Mainland China,2020-01-22,2,,,
Ningxia,Mainland China,2020-01-24,2,,,
Hebei,Mainland China,2020-01-24,2,1,,
Gansu,Mainland China,2020-01-24,2,,,
Xinjiang,Mainland China,2020-01-24,2,,,
Gansu,Mainland China,2020-01-23,2,,,
Heilongjiang,Mainland China,2020-01-23,2,,,
Xinjiang,Mainland China,2020-01-23,2,,,
Yunnan,Mainland China,2020-01-23,2,,,
Tibet,Mainland China,2020-03-08,1,0,1,
Tibet,Mainland China,2020-03-10,1,0,1,
Tibet,Mainland China,2020-02-11,1,0,0,
Tibet,Mainland China,2020-02-24,1,0,1,
Tibet,Mainland China,2020-02-10,1,0,0,
Tibet,Mainland China,2020-03-02,1,0,1,
Tibet,Mainland China,2020-02-26,1,0,1,
Tibet,Mainland China,2020-02-06,1,0,0,
Anhui,Mainland China,2020-01-22,1,,,
Fujian,Mainland China,2020-01-22,1,,,
Guizhou,Mainland China,2020-01-22,1,,,
Hebei,Mainland China,2020-01-22,1,,,
Jiangsu,Mainland China,2020-01-22,1,,,
Ningxia,Mainland China,2020-01-22,1,,,
Shanxi,Mainland China,2020-01-22,1,,,
Yunnan,Mainland China,2020-01-22,1,,,
Tibet,Mainland China,2020-02-27,1,0,1,
Tibet,Mainland China,2020-02-14,1,0,1,
Qinghai,Mainland China,2020-01-26,1,,,
Tibet,Mainland China,2020-02-15,1,0,1,
Tibet,Mainland China,2020-02-05,1,0,0,
Tibet,Mainland China,2020-02-21,1,0,1,
Tibet,Mainland China,2020-03-03,1,0,1,
Tibet,Mainland China,2020-02-07,1,0,0,
Tibet,Mainland China,2020-02-13,1,0,1,
Tibet,Mainland China,2020-02-28,1,0,1,
Tibet,Mainland China,2020-02-04,1,0,0,
Tibet,Mainland China,2020-03-04,1,0,1,
Tibet,Mainland China,2020-02-09,1,0,0,
Tibet,Mainland China,2020-03-09,1,0,1,
Tibet,Mainland China,2020-02-20,1,0,1,
Tibet,Mainland China,2020-02-12,1,0,1,
Tibet,Mainland China,2020-03-06,1,0,1,
Tibet,Mainland China,2020-02-25,1,0,1,
Tibet,Mainland China,2020-02-16,1,0,1,
Tibet,Mainland China,2020-02-02,1,0,0,
Tibet,Mainland China,2020-02-01,1,0,0,
Qinghai,Mainland China,2020-01-25,1,,,
Tibet,Mainland China,2020-02-18,1,0,1,
Tibet,Mainland China,2020-03-07,1,0,1,
Tibet,Mainland China,2020-02-22,1,0,1,
Tibet,Mainland China,2020-02-19,1,0,1,
Tibet,Mainland China,2020-02-17,1,0,1,
Tibet,Mainland China,2020-02-29,1,0,1,
Shanxi,Mainland China,2020-01-24,1,,,
Inner Mongolia,Mainland China,2020-01-24,1,,,
Tibet,Mainland China,2020-01-31,1,,,
Tibet,Mainland China,2020-02-08,1,0,0,
Tibet,Mainland China,2020-01-30,1,,,
Tibet,Mainland China,2020-02-03,1,0,0,
Tibet,Mainland China,2020-03-05,1,0,1,
Hebei,Mainland China,2020-01-23,1,1,,
Jilin,Mainland China,2020-01-23,1,,,
Ningxia,Mainland China,2020-01-23,1,,,
Shanxi,Mainland China,2020-01-23,1,,,
Tibet,Mainland China,2020-02-23,1,0,1,
Tibet,Mainland China,2020-03-01,1,0,1,
Gansu,Mainland China,2020-03-11,0,0,0,
Hebei,Mainland China,2020-03-11,0,0,0,
Gansu,Mainland China,2020-03-12,0,0,0,
Hebei,Mainland China,2020-03-12,0,0,0,
Gansu,Mainland China,2020-01-22,,,,
Heilongjiang,Mainland China,2020-01-22,,,,
Inner Mongolia,Mainland China,2020-01-22,,,,
Jilin,Mainland China,2020-01-22,,,,
Qinghai,Mainland China,2020-01-22,,,,
Shaanxi,Mainland China,2020-01-22,,,,
Tibet,Mainland China,2020-01-22,,,,
Xinjiang,Mainland China,2020-01-22,,,,
Qinghai,Mainland China,2020-01-24,,,,
Inner Mongolia,Mainland China,2020-01-23,,,,
Qinghai,Mainland China,2020-01-23,,,,
Tibet,Mainland China,2020-01-23,,,,
